seg_id, frame_id, viewport_bitrate, pitch, yaw, est-pitch, est-yaw, diff-pixel
0,0,192.00,9,10,-34,0,0,47.31,5
0,1,192.00,9,10,-34,0,0,47.31,5
0,2,192.00,9,10,-34,0,0,47.31,5
0,3,192.00,9,10,-34,0,0,47.31,5
0,4,192.00,9,11,-34,0,0,47.99,5
0,5,192.00,9,11,-34,0,0,47.99,5
0,6,192.00,9,12,-34,0,0,48.68,5
0,7,192.00,9,12,-34,0,0,48.68,5
0,8,192.00,9,11,-34,0,0,47.99,5
0,9,192.00,9,11,-34,0,0,47.99,5
0,10,192.00,9,12,-34,0,0,48.68,5
0,11,192.00,9,12,-34,0,0,48.68,5
0,12,192.00,8,12,-30,0,0,45.69,4
0,13,192.00,8,12,-30,0,0,45.69,4
0,14,192.00,8,11,-21,0,0,37.79,4
0,15,192.00,8,11,-21,0,0,37.79,4
0,16,192.00,8,11,-16,0,0,33.47,4
0,17,192.00,8,11,-16,0,0,33.47,4
0,18,192.00,8,11,-12,0,0,29.71,4
0,19,192.00,8,11,-12,0,0,29.71,4
0,20,192.00,8,11,-8,0,0,25.60,4
0,21,192.00,8,11,-8,0,0,25.60,4
0,22,192.00,8,11,-6,0,0,23.37,4
0,23,192.00,8,11,-6,0,0,23.37,4
0,24,192.00,8,11,-5,0,0,22.21,4
0,25,192.00,8,11,-5,0,0,22.21,4
0,26,192.00,9,11,-4,0,0,21.10,5
0,27,192.00,9,11,-4,0,0,21.10,5
0,28,192.00,9,11,-4,0,0,21.10,5
0,29,192.00,9,11,-4,0,0,21.10,5
1,30,192.00,9,11,-3,0,0,20.23,5
1,31,192.00,9,11,-3,0,0,20.23,5
1,32,192.00,9,11,-3,0,0,20.23,5
1,33,192.00,9,11,-3,0,0,20.23,5
1,34,192.00,9,11,-3,0,0,20.23,5
1,35,192.00,9,11,-3,0,0,20.23,5
1,36,192.00,9,12,-2,0,0,20.94,5
1,37,192.00,9,12,-2,0,0,20.94,5
1,38,192.00,9,12,-2,0,0,20.94,5
1,39,192.00,9,12,-2,0,0,20.94,5
1,40,192.00,9,12,-1,0,0,20.60,5
1,41,192.00,9,12,-1,0,0,20.60,5
1,42,192.00,9,13,-1,0,0,21.93,5
1,43,192.00,9,13,-1,0,0,21.93,5
1,44,192.00,8,13,0,0,0,21.82,4
1,45,192.00,8,13,0,0,0,21.82,4
1,46,192.00,8,14,0,0,0,23.16,4
1,47,192.00,8,14,0,0,0,23.16,4
1,48,192.00,9,13,-1,0,0,21.93,5
1,49,192.00,9,13,-1,0,0,21.93,5
1,50,192.00,9,14,-1,0,0,23.22,5
1,51,192.00,9,14,-1,0,0,23.22,5
1,52,192.00,9,14,-2,0,0,23.50,5
1,53,192.00,9,14,-2,0,0,23.50,5
1,54,192.00,9,15,-2,0,0,24.73,5
1,55,192.00,9,15,-2,0,0,24.73,5
1,56,192.00,9,15,-2,0,0,24.73,5
1,57,192.00,9,16,-2,0,0,25.93,5
1,58,192.00,9,16,-2,0,0,25.93,5
1,59,192.00,9,16,-2,0,0,25.93,5
2,60,899.26,9,16,-2,13,-1,0.00,0
2,61,899.26,9,16,-2,13,-1,0.00,0
2,62,898.97,9,17,-2,13,-1,0.00,0
2,63,898.97,9,17,-2,13,-1,0.00,0
2,64,898.97,9,17,-2,13,-1,0.00,0
2,65,898.97,9,17,-2,13,-1,0.00,0
2,66,898.97,9,17,-2,13,-1,0.00,0
2,67,898.97,9,17,-2,13,-1,0.00,0
2,68,899.26,9,16,-2,13,-1,0.00,0
2,69,899.26,9,16,-2,13,-1,0.00,0
2,70,898.97,9,17,-2,13,-1,0.00,0
2,71,898.97,9,17,-2,13,-1,0.00,0
2,72,898.97,9,17,-2,13,-1,0.00,0
2,73,898.97,9,17,-2,13,-1,0.00,0
2,74,898.97,9,17,-2,13,-1,0.00,0
2,75,898.97,9,17,-2,13,-1,0.00,0
2,76,898.97,9,17,-2,13,-1,0.00,0
2,77,898.97,9,17,-2,13,-1,0.00,0
2,78,898.97,9,17,-2,13,-1,0.00,0
2,79,898.97,9,17,-2,13,-1,0.00,0
2,80,898.97,9,17,-2,13,-1,0.00,0
2,81,899.26,9,16,-2,13,-1,0.00,0
2,82,897.03,8,16,-1,13,-1,0.00,0
2,83,897.03,8,16,-1,13,-1,0.00,0
2,84,896.68,8,17,-1,13,-1,0.00,0
2,85,897.03,8,16,-1,13,-1,0.00,0
2,86,897.03,8,16,-1,13,-1,0.00,0
2,87,898.97,9,17,-2,13,-1,0.00,0
2,88,898.97,9,17,-2,13,-1,0.00,0
2,89,898.97,9,17,-2,13,-1,0.00,0
3,90,1609.67,9,17,-2,16,-2,0.00,0
3,91,1609.67,9,17,-2,16,-2,0.00,0
3,92,1609.67,9,17,-2,16,-2,0.00,0
3,93,1598.58,9,18,-2,16,-2,0.00,0
3,94,1598.58,9,18,-2,16,-2,0.00,0
3,95,1595.24,9,18,-3,16,-2,0.00,0
3,96,1584.62,9,19,-3,16,-2,0.00,0
3,97,1584.62,9,19,-3,16,-2,0.00,0
3,98,1595.24,9,18,-3,16,-2,0.00,0
3,99,1595.24,9,18,-3,16,-2,0.00,0
3,100,1595.24,9,18,-3,16,-2,0.00,0
3,101,1590.54,9,18,-4,16,-2,0.00,0
3,102,1590.54,9,18,-4,16,-2,0.00,0
3,103,1590.54,9,18,-4,16,-2,0.00,0
3,104,1601.06,9,17,-4,16,-2,0.00,0
3,105,1611.76,9,16,-4,16,-2,0.00,0
3,106,1611.76,9,16,-4,16,-2,0.00,0
3,107,1633.70,9,14,-4,16,-2,0.00,0
3,108,1644.93,9,13,-4,16,-2,0.00,0
3,109,1644.93,9,13,-4,16,-2,0.00,0
3,110,1644.93,9,13,-4,16,-2,0.00,0
3,111,1644.93,9,13,-4,16,-2,0.00,0
3,112,1644.93,9,13,-4,16,-2,0.00,0
3,113,1644.93,9,13,-4,16,-2,0.00,0
3,114,1656.30,9,12,-4,16,-2,0.00,0
3,115,1656.30,9,12,-4,16,-2,0.00,0
3,116,1663.91,9,12,-3,16,-2,0.00,0
3,117,1663.91,9,12,-3,16,-2,0.00,0
3,118,1663.91,9,12,-3,16,-2,0.00,0
3,119,1676.21,9,11,-3,16,-2,0.00,0
4,120,1676.21,9,11,-3,18,-2,0.00,0
4,121,1676.21,9,11,-3,18,-2,0.00,0
4,122,1676.21,9,11,-3,18,-2,0.00,0
4,123,1676.21,9,11,-3,18,-2,0.00,0
4,124,1676.21,9,11,-3,18,-2,0.00,0
